customer_tweet_id,customer_text,intent,should_escalate,escalation_reason,brand_reply_text_actual
1326947,@AmazonHelp It’s been a month. Now they are saying I’m only supposed to be getting 9.99 back. This is ridiculous. I was charged 9.99 for MONTHS.,refund_request,TRUE,customer frustration with refund process,@429601 I am so sorry in the delay of your refund! A member of my team would like to look into this with you in real-time. Please contact us here: https://t.co/4ytBfo9f38 ^LS
1614870,@AmazonHelp What is the status of query?I need my ordered to be delivered by tomorrow.i cannot wait for 5 days .I know Amazon has not couriered order,delivery_delay,TRUE,customer is anxious about delivery timeline,@493968 My apologies for the delay. We are working on this and will get back to you soon with an update. ^KS
2940181,does anyone know how to get to speak to #amazon. I need help with transactions on my elderly father's bank for #amazon_purchases,billing_dispute,TRUE,need assistance with sensitive financial issues,"@812609 Hi, please contact us via this link: https://t.co/JzP7hlA23B, if possible please have the named account holder present. ^JJ"
735272,@AmazonHelp Can you at least tell me the latest time your drivers deliver to lockers?,product_or_shipping_inquiry,FALSE,,@150360 Sure! We make deliveries up to 21:00. More helpful info about Locker Deliveries can be found here: https://t.co/PsmUdYgaCa. ^SD
2868326,@115850 @AmazonHelp please save me from anarchist and unprofessional treatment of Amazon India. Amazon India's procedural excuses are making sure I don't get my order delivered since 10 days though I paid for next day delivery.,delivery_delay,TRUE,explicit anger and unresolved issue,"@543168 That's quite a remark, Milap. Apologies. Could you please confirm, if we've missed the estimates shared here: https://t.co/pYHdlcj0Ot ? We'll assist you further. ^SV"
2013756,@AmazonHelp No I have not and I’ve been waiting around and tracking the driver who according to the app was outside my building but never buzzed up.,delivery_delay,TRUE,repeated/unresolved contact,@595450 Thank you for checking for us. Have you reached our Prime Now team for available options: https://t.co/1JD0osLxIH? ^DW
2859928,"@115821 I recently moved into a new house, and I fully admit that it can be confusing to get there, but Amazon Logistics drivers have an incredibly poor track record getting things delivered to my house. Is there any way I can request UPS delivery on orders going forward?",product_or_shipping_inquiry,TRUE,repeated delivery issues,"@794725 I'm terribly sorry for the poor delivery experience! As of now, there isn't a way to choose a specific carrier. Are you having trouble with a current order? ^DG"
1743883,@AmazonHelp I have been trying to get a refund for 3 months &amp;each time i get the the run around that they have again issued it -it's a technical issue,refund_request,TRUE,repeated unresolved contact,@525976 Oh no! Have we sent any e-mails confirming the refund or given insights into it? Please be sure to let us know! ^TG
366914,New Amazon cardio delivery option. The truck beeps the horn then you chase the truck down the street. @115821,product_or_shipping_inquiry,FALSE,,"@202908 Thank you for reaching out. To clarify, did you have a bad experience with a delivery recently? ^KB"
379404,@AmazonHelp But what abt my offer and why should i pay more for your mistake @115850,billing_dispute,TRUE,customer is upset about pricing error,@206022 canceled order. I'll be sure to forward your feedback to the concerned team internally. (2/2)^AP
2934458,@AmazonHelp Are you kidding. Who else other than @115850 can determine price of Amazon fire stick. @115821,billing_dispute,TRUE,explicit anger,"@811381 Price of the product differs based on the country of origin. In India, this is the best price as of now. ^RI"
522639,"New way of stealing from home- started by Amazon!!! Reverse orders picked up from home, delivery boy doesnot give receipt, amazon says they dont have proof, money and product both lost!!!!!!! https://t.co/KgBWAS1IiE",billing_dispute,TRUE,explicit anger and unresolved issue,@240722 We have responded to your concern. Kindly check the same here: https://t.co/3ygVTRUn3F. ^JS
2485638,"@AmazonHelp Bye amazon.. enough explained you and your team.. 
No more now.. if you wanted you would have approched me..

Not like this.. it's harresment.. I told earlier too dats this account is without email address.. and your form demands it.. nd all.. 

Keep rs 15..you lost a custmer",billing_dispute,TRUE,explicit anger and unresolved issue,"@226779 I understand you being disappointed, apologies for the inconvenience. We certainly want to help you. Please add an email ID to your account and share the details from the secured link. We will take corrective actions. Appreciate your cooperation. ^BS"
2971891,@115850  How can we check winners list of Amazon app quiz?,product_or_shipping_inquiry,FALSE,,@819694 I get your concern about the winners list. We share the winners list on our social platforms and our website. You may refer here: https://t.co/7Dd5WHPI9m for more info. ^SV
900887,@115821 @123644 you can suspend my account if you wish to. But why should I pay u if my instances are unused for so many months ??,billing_dispute,TRUE,explicit anger or threats,@306980 I was unable to comprehend. Could you elaborate the query? We'd like to help. ^VM
1398068,So @AmazonHelp @115830 and @445121 send a fake replacement product and despite claims of 24/7 care - no response from either - #fraud,damaged_or_defective_item,TRUE,explicit anger and unresolved issue,@445120 Hi! Let us look into this matter. Please contact us by phone or chat here: https://t.co/JzP7hlA23B ^DA
2392626,"@AmazonHelp your executive just replied that they can help me till 17th of nov, but that is a gift whose bday is on 16th i can't wait till that, time and he was just not understanding the issue #saynottoamazon.in",delivery_delay,TRUE,customer frustration with unresolved issue,@688999 I understand that you are concerned about the order delivery. Please be advised that our products are shipped on time so they can reach you by the estimated delivery date. Could you please confirm if we have missed the mentioned time frame?^SF
1143438,Good to know @115821 lets its vendors to haggle with customers about returns for items nowhere near as described @AmazonHelp wtf,refund_request,TRUE,explicit anger,"@389122 This is not what we like to hear. Without giving any secure account info, can you tell us more about what's going on? ^AX"
2275891,"Why @115850 is making chutiya showing reduced price and after completing payment,  @115850 cancel that orders. Happened two time with me. Making fools by holding the payments. Worst from Amazon",billing_dispute,TRUE,repeated/unresolved contact,@661950 When an order is canceled we'll email mentioning the reason for cancellation. Request you to check the same. ^SH
1244384,@AmazonHelp It looks like my package is going to the wrong location,product_or_shipping_inquiry,FALSE,,"@411935 We'd like to look into this further, please contact us by phone/chat here: https://t.co/hApLpMlfHN ^BT"
780826,Awful service from @AmazonHelp - their delivery driver smashed our wall down 2 weeks ago and still no response from them,delivery_delay,TRUE,property damage and unresolved issue,"@306425 Really sorry to hear about this, pls fill out this secure form + a specialist will look into this https://t.co/tkLCr7DNil ^KM"
2290849,"@AmazonHelp Placed an order on 24/10
Paid advance Rs 1384
Delivery schedule 03/11
Despite multiple follow ups have not revived the purchased item.
On complaints in customer service was advised to cancel the order and ask for refund.
Did that in 08/11, refunds still not processed
Want refund.",refund_request,TRUE,repeated/unresolved contact,"@665414 Apologies for the hassle. Twitter, being Social Medai platform, we can't access your account details. Kindly fill in the details in the link provided earlier, so that we can assist you accordingly. ^JS"
46564,Huge thank you to 😁@AmazonHelp   my new remote for my Firestick ❤ arrived...it worked and I'm back in business  #HappyWeeyin,positive_feedback,FALSE,,"@126342 We weren't ""remotely"" worried! LOL! 😁 So glad you are now back in business now! ^FR"
2898914,@AmazonHelp How if my parcel was handed to the delivery company on Sunday on Amazon Prime has it not yet been delivered and will take another few days? https://t.co/PLCMtG1GWt,delivery_delay,FALSE,,@135841 It looks like there was a delay of some sort. Please let us know if you don't receive the parcel in the next day or two! ^TR
919040,Quand @120533 te livre le jour J #Vendredi13 #TheEvilWithin2 😱😅 https://t.co/pAABNoZdrv,product_or_shipping_inquiry,FALSE,,@338172 Bonne réception ^ Ko
198339,@AmazonHelp Will do! Thank you for the prompt response. I’ve had great experiences with Amazon and appreciate the help.,positive_feedback,FALSE,,@162624 You're very welcome! ^GL
468888,@AmazonHelp I have not. The given delivery date was a week after ordering and no reason given even though it was a prime item,delivery_delay,TRUE,repeated/unresolved contact,"@226639 Prime Two-day shipping refers to transit time once the item ships. For example, your order will arrive within two days of when it ships.  More info on how shipping dates are calculated here: https://t.co/JC2bXvwu1s
Let us know if we've missed the delivery date. ^NC"
379936,@AmazonHelp My estimated delivery is b4 12th of this month,product_or_shipping_inquiry,FALSE,,"@161882 If the product is out for delivery, it shall be delivered by the end of the day. Kindly wait. ^HK"
1170102,"@AmazonHelp Kept saying her computer was ""loading"" too.",account_login_issue,TRUE,potential technical issue affecting multiple users,@395217 I'm sorry for the poor experience! Please try to edit the subscription here: https://t.co/GujPWndThi ^BH
1479692,@AmazonHelp it got no resolution to my issue,billing_dispute,TRUE,repeated/unresolved contact,@441141 Please write back to the email sent by our team and we'll check and get back to you soon. ^VM
1152686,"@AmazonHelp It gives a delivery TIME but not a specific date, instead giving a range of delivery dates. This means that it will now be delivered TODAY?",product_or_shipping_inquiry,FALSE,,@251913 We'll be able to see more details from our end if you contact us via the link. ^EM
2391893,"A harry potter series too pleaseee!!
@116602 @115821 ...whoever is reading this!!",product_or_shipping_inquiry,FALSE,,@688863 We will continue to add new content. Keep checking https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available. ^MP
2184667,"@AmazonHelp @115830 Well that 'escalation' yesterday was a waste of time. Apart from a cursory 'apology'', you're still asking me to return the item that's ALREADY been returned to you, and for which I have as proof an email from you confirming it's been returned!",refund_request,TRUE,repeated/unresolved contact,@469296 I'm sorry for the poor experience Angela. We'd like to have a member of our team personally look into this for you. Please send us your details at this link here: https://t.co/Ucf3b1s83o ^VS
458900,"@115817 @UPSHelp @115821 Amazon Prime should just be suspended for Christmas. And UPS there were no natural disasters in Albany GA yesterday. It was 70 and sunny. So disappointing. Wifeys Box was to arrive yesterday, now says next Weds. WTH https://t.co/COZcrYvEzW",delivery_delay,TRUE,explicit anger and disappointment,"@223982 I'm sorry for the wait! We'd like to look into this with you. When you're got some time, please reach us here: https://t.co/hApLpMlfHN We can go over your options and next steps with you."
1519819,Contempt by @115821  .au with not even reply to email giftcard service query. Lord save us when Big Four rule. Anybody there @AmazonHelp ??,billing_dispute,TRUE,repeated/unresolved contact,@472500 I'm sorry you haven't received a reply yet. We'd like to try to help. Will you please tell us more about what's going on?  ^CO
2680790,"Anybody who uses @115821, check your CC statement. Randomly charged me $60 for web services which I’ve never even heard of. https://t.co/GmHEkEtjR6",billing_dispute,TRUE,unrecognized charge on account,"@616698 Hi, this looks to be related to Amazon Cloud Drive. You can manage your subscription here: https://t.co/mljHL2nuW1 ^TS"
84135,@AmazonHelp Hi. Can you tell me where to find a full list of Amazon UK Browse Nodes? Thanks! :),product_or_shipping_inquiry,FALSE,,"@134499 Hi Alex, you can find some helpful information via the links here: https://t.co/flWcQ9W7FM 😊^TS"
781203,@AmazonHelp Where I had read the cashback would be credited in 5 days after loading the balance which happened to be this Monday,billing_dispute,FALSE,,@210971 Kindly share your details here: https://t.co/GIJyeYqKE0 so that we could check this for you. ^GS
253360,"@AmazonHelp I didn’t get anything, could you please resend",delivery_delay,TRUE,unresolved contact,@176232 You may fill the details again if you cant locate our correspondence. 3/3 ^MJ
1231203,"@115821 you just shipped me a empty box 
 https://t.co/yfna0U7Q2p   can my day get worse?",damaged_or_defective_item,TRUE,customer received an empty box,"@408784 We're sorry, Aaron! We want to turn this around for you. Was this order shipped by Amazon or a Seller on our website? ^SH"
701414,@AmazonHelp it was with Amazon Shipping. And i was told by amazon customer service on chat that driver was unable to find the address. When i called amazon i was told that we will refund. i dont need refund. And if you don't deliver you have to refund. that's not charity @115851,delivery_delay,TRUE,customer frustration with unresolved delivery issue,@287436 I'm sorry for the difficulty you've recently had. I'd like to have a member of our team to personally look into this for you. Please leave us your details here: https://t.co/R071wXEMox ^MH
2511177,"@119356 @AmazonHelp your customer service really sucks. Amazon is changing and now we see your teams being arrogant and unwilling to help, they are rude when addressing customer issues, this new attitude will not help Amazon too much. Sad success has gone to your brains.",customer_service_complaint,TRUE,explicit anger towards customer service,@384700 Apologies for the unpleasant experience. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you. ^GS
2622548,"Uhm, excuse me Amazon. Why is my copy of Ultra Sun/Moon saying it'll be here on Wed??? I have Prime??? Lol fml smh.",product_or_shipping_inquiry,TRUE,customer frustration with delivery,"@135209 Hi, what date is advised on the order confirmation email? ^ES"
1688586,@AmazonHelp 24 h review then a refund + £5 credit for my inconvenience. Hopefully sorted by the very helpful Asma on chat. Thanks!,refund_request,FALSE,,"@512744 Thanks for the update! If anything else comes up, we're always here to help. ^RA"
1099826,@AmazonHelp So now will you help me or just provide some philosophy?,billing_dispute,TRUE,customer frustration with support response,@186171 Could you confirm if we missed on the estimated delivery date ? ^HT
2528822,"@AmazonHelp recently purchased this product from Amazon for Rs.840 but the MRP on the product's packaging is RS.830! 
So I ended up paying more than the MRP! this is outrageous &amp; ILLEGAL. 
EXPECT an APOLOGY, with COMPENSATION &amp; also urge to take Stringent Steps against the SELLER https://t.co/F0kuPyI9LB",billing_dispute,TRUE,explicit anger and demand for compensation,"@719992 We try to ensure that the MRP mentioned on website is same as the MRP mentioned on the product that is delivered to you. However, occasionally the MRP of the product could be incorrectly updated. Please refer to this page for more info: https://t.co/z8xM5bPkFL ^JC"
1025566,"@115821 just want to say that your service has seriously degraded in the last few years. Most things are saying can't be shipped to me, sad",positive_feedback,FALSE,,"@362677 I am so sorry for the inconvenience, Jeff! Here's some information on our shipping restrictions: https://t.co/qLU1HkEO42 ^BE"
311044,"@AmazonHelp Couldn't find a way to contact the seller directly, but sent an email to Amazon. Thank you for your efforts",product_or_shipping_inquiry,FALSE,,@190283 I'm sorry for the issues. You can find out how to contact the seller directly here: https://t.co/UoOOLBeEy5 ^JF
1283900,@115850 Pathetic customer service #AmazonIndia Been waiting for a wk nw to get solution on refund request for Order Id 402-2894048-9563522,refund_request,TRUE,repeated/unresolved contact,"@420329 Don't provide your order number, we consider it to be personal info. Our Twitter page is visible to the public. ^MP 2/2"
1452426,"@115850 @AmazonHelp @115851 india is a huge market, but amazingly poor customer support wont help at all.. one of the worst.",positive_feedback,TRUE,explicit anger,@324114 I'm sorry about the disappointment. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG
2696098,@AmazonHelp I did and the discount was not applied.,billing_dispute,TRUE,discount issue not resolved,@757623 I understand your frustration. Terms and condition to receive a discount are here:https://t.co/tMfyxuRa9H. Primarily number 6. ^SK
1868777,@AmazonHelp Is this feature available in Amazon India app? @119356,product_or_shipping_inquiry,FALSE,,@558209 to the concerned team internally to work on it for future. 2/2^AP
2508020,I’ve now been waiting over a week for a response from @115821,delivery_delay,TRUE,repeated/unresolved contact,"@715027 Hi Chris - Sorry for the delay! Without sharing any personal or account information, would you please tell us a little more about the issue you're facing? ^KL"
1315846,@115821 I am not concerned about refund that i can claim now i gotta cancel the gifts i promised. It wasn't business - gifts has got sentiments.,refund_request,TRUE,customer emotional distress over gifts,@427397 Please contact us from the link provided earlier so that we can help you. ^PJ (2/2)
1820543,@AmazonHelp I pre-ordered #GranTurismoSport and it was supposed to arrive today via AMZL_US. Did not arrive.,delivery_delay,FALSE,,@546550 We'd like to look into this. Please pass your details to us here: https://t.co/V71j7iAare ^RR
1266441,@AmazonHelp Nope it just says delayed.,delivery_delay,FALSE,,"@412761 That sucks your package is delayed. For options, go ahead and contact us by chat or phone here: https://t.co/hApLpMlfHN ^DA"
1328911,"@115821 Where can I forward emails from sellers that ask me to review products and give 5 star reviews, plus a free product?",product_or_shipping_inquiry,FALSE,,"@430052 Thanks for your post, Trevor. We can take your information via the link and get this escalated.  https://t.co/hApLpMlfHN ^EM"
2355197,"So a package that @115850  promised to deliver me by 14th has now been delayed to 17th 🙄. So much for being a ""Prime"" customer. https://t.co/Y6FRR23Gt0",delivery_delay,TRUE,customer frustration with delivery promise,"@680431 I’m extremely sorry about this experience, Viranch. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK"
1760399,@AmazonHelp /. Kindle Fire. I think it's the 7th generation.,product_or_shipping_inquiry,FALSE,,"@529835 If you go to settings &gt; Apps&amp;Games &gt; Application Settings &gt; Appstore &gt; Automatic Updates, is it currently enabled? ^AC"
2281081,"@AmazonHelp hello, my first gen echo is malfunctioning, every day for the past several weeks I get the ⭕️ and I have to reset it. However my echo dot nor any of my other electronics are having any issues...",damaged_or_defective_item,TRUE,repeated unresolved contact,"@126478 I'm sorry to hear of the trouble! When you say you have to reset your Echo, does a power off/power on resolve the issue temporarily, or do you have to factory reset the device to get it to re-connect to the internet? Is it near any microwaves or cordless phones? ^ST"
1371408,@AmazonHelp But you’ve taken my money. I was told it would take 2 days to process. I assume it’s arriving tomorrow now?,delivery_delay,TRUE,customer is frustrated about payment and delivery timeline,"@439221 Hi there! You can check the status of your order, and the expected delivery date here: https://t.co/aaDyEz1VgE ^WJ"
1087662,@AmazonHelp would you please amend your cd section to 'speed and THRASH metal' as it currently reads 'speed and trash metal'.,product_or_shipping_inquiry,FALSE,routine feedback,@376581 Thanks for letting us know! Will you link us to the area on the website where you're seeing the typo? ^CS
296760,@AmazonHelp I’ve already spoken with Customer Service,repeated_unresolved_contact,TRUE,customer has already contacted support,@186693 I see! What did the agent advise with regard to this delivery? Has carrier been contacted? Have you received this delivery? ^FR
1694412,"@115821 worst service EVER! First they send me stuff I didn't order.cannot login to my account,pass incorrect.30€ for useless call center!?",account_login_issue,TRUE,customer expressed explicit anger and frustration,"@514136 We're sorry you've had a bad experience! W/o sharing acct info, will you give us some background on what's happened? ^PF"
2935167,"It's probably not even Amazon's fault that DHL redirected my package, but it sucks that most of my Amazon orders end in a mess and that I'm paying for prime...",delivery_delay,FALSE,standard first-time complaint,@120916 I fully understand that you're upset in this case. Our customer service can take a look at your order. You can contact us via https://t.co/24XL9C4y1x. ^KM
2296482,"@AmazonHelp Apparently...still arriving today, which I am assuming it won’t be.",delivery_delay,TRUE,repeated/unresolved contact,"@666742 Understood. Thanks for clarifying, Peter! I'd like a member of my team to personally look into this with you. When you have the chance, please provide more details here: https://t.co/swYzWVwBLc. ^VB"
28933,@AmazonHelp Do fast it is taking so much time already,delivery_delay,FALSE,,"@122366 I totally understand your frustration. As informed, we'll look into it and update you accordingly. ^AM"
2955983,"@AmazonHelp I’m a prime member, I placed order 
204-3824623-4557900 last Thursday and it still hasn’t turned up. Should have been next day. Can you let me know what’s going on, please.",delivery_delay,FALSE,,"@815972 Hey there, we're here to help! With Twitter, we don't have access to account or order information. What does the tracking currently display? Have we missed the expected delivery date listed? Check here: https://t.co/aaDyEz1VgE and please let us know. ^JE"
997707,@AmazonHelp who do I get in touch regarding the way my package was left at my house?,product_or_shipping_inquiry,FALSE,,"@356249 Hello there, thanks for asking! You can provide carrier feedback via phone or chat here: https://t.co/hApLpMlfHN ^EA"
2420722,"What great service from @115830 claiming a delivery attempt happened yet, I haven’t left my flat and not had anyone press my buzzer! #mess",delivery_delay,TRUE,customer reports false delivery attempt,@695369 I'm sorry for the poor experience! Please keep us updated on its arrival. We're here to help! ^ZW
317922,"@AmazonHelp I been reaching out to Amazon for 2 weeks with my problem, no solution with them sending my products to wrong address.",delivery_delay,TRUE,repeated/unresolved contact,"@191865 Sorry, we suggest not sharing personal details here as this page is public. ^JJ"
359202,@115821 can't get their shit together - Possible delay in delivery due to arrival at incorrect carrier facility - on my order for 8 days.,delivery_delay,TRUE,explicit anger or threats,"@199157 I'm sorry about the delay, Annette! What's the delivery date listed for your order here: https://t.co/Y5jpI9gRhE ^HC"
2945518,@14249 why did you charge me twice for my prime membership!!! please help!!,billing_dispute,TRUE,customer charged twice,"@813624 This sounds like an authorization. We often contact the issuing bank to confirm the validity of your credit card. Your bank holds the funds until the transaction processes, but this isn't a charge. If the authorization hasn't fallen off in 3-5 days, let us know! ^ZW"
2662989,Alexa doesn't have access to extended function of Smart Home Hub. Are developers limited? @5503 @115821 @115850 @AmazonHelp https://t.co/d0kQrewaaV,product_or_shipping_inquiry,FALSE,,@146144 I understand your concern regarding Alexa services. Kindly contact us here:  https://t.co/rS49hgaADF and we will assist you accordingly. ^VH
197766,@132994 @115850 Why only 3000 exchange price for #Oneplus3T when trying to buy #OnePlus5 ??,product_or_shipping_inquiry,FALSE,,@162509 I have forwarded your concern with our buyback team and will get it reviewed internally. Thank you for your understanding. ^SI
321189,"@AmazonHelp @115821 Got an email saying item that had not been shipped yet could not be canceled, I will be returning them when they arrive.",product_or_shipping_inquiry,FALSE,,@192516 I'm sorry your order isn't able to be canceled! You may refuse the delivery upon its arrival. ^WJ
2033015,@AmazonHelp Can I setup my @115850 Echo device to work from two different iPhones in the house? #AmazonEcho #Alexa,product_or_shipping_inquiry,FALSE,,"@195267 I get your concern, Gurpreet. Please reach out to our support team here: https://t.co/R3EfhzgU8B and we'll assist you further. ^NK"
2858121,@AmazonHelp Have to wait for my husband to look that up...it was something he ordered.,product_or_shipping_inquiry,FALSE,,"@794309 No problem, Gina! Please let us know when you can! ^HM"
2595457,@AmazonHelp I can give you my account details,account_login_issue,FALSE,routine inquiry,@734907 We can't access your account details over Twitter. Please reach out to us via the link mentioned earlier. We'll fix it out. ^SB
1953386,@AmazonHelp I just dont understand how i get instantly charged the money comes straight out yet i have to wait upto a week for the money back! I still don't know if the refund has been issued,refund_request,TRUE,customer confusion about refund process,@579937 How did they confirm the refund? The time advised would also include Bank processing time. ^PK
250653,@AmazonHelp but not recd any response so bad service,customer_service_complaint,TRUE,repeated/unresolved contact,"@171391 Sorry to know that. I'd like to take a look into this, please share your details here: https://t.co/GIJyeYqKE0. ^PS"
1055262,"@129773 why is like, nothing available in the Republic if Ireland? I’m a paying member and can not get any shows here.",product_or_shipping_inquiry,TRUE,customer frustration with availability,@369337 Are you receiving geo-location area? ^MC
1536201,"@AmazonHelp Yes, I used Edge, Internet Explorer and Google Chrome.",account_login_issue,FALSE,routine troubleshooting steps,@476320 Are you following the steps to print your lists as stated here: https://t.co/PUESloCIzm? ^JP
18697,@AmazonHelp U kindly refund the amount back .. I have sent back the product and I demand a refund for the same .never had such dissaponments wit amazon,refund_request,TRUE,customer dissatisfaction and demand for refund,@120173 We've emailed a correspondence to you. Kindly check it here: https://t.co/8DAc10S7ww &amp; reply to it for further assistance.^SF
1359001,"I order tons of books from @115821 and never had a problem. Until today. Dirty, pages bent, and their supposed to be new. #amreading",damaged_or_defective_item,TRUE,customer received damaged items,@436843 Oh no! I'm sorry for the poor experience! Available refund and return options can be found here: https://t.co/xGwpK7gCEh ^DW
2356791,@AmazonHelp My account still hasn't been sorted!,account_login_issue,TRUE,repeated/unresolved contact,"@680835 Hi Tim, Really sorry to hear this. Have you contacted us as advised in the last post? ^KK"
804016,@AmazonHelp Im trying to establish if I had an account hacked after a dodgy email but cant log into the account with that email address.,account_login_issue,TRUE,potential account security breach,@215391 We'd like to help! Please reach out to us here: https://t.co/hApLpMlfHN so we can look into this with you. ^ZW
