customer_tweet_id,customer_text,brand_tweet_id,brand_reply_text
357,"Can't log into my account, it keeps saying invalid password even after reset. Help!",358,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
359,This is the THIRD time I've contacted support about order #39831 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,360,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
361,"My order #96511 still hasn't arrived, it's been 6 days past the estimate. Where is it??",362,"Sorry for the wait! I've checked order #96511 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
363,Order #53025 arrived completely broken. Packaging was fine but the item inside is smashed.,364,"So sorry to hear that! I've started a replacement for order #53025, no need to return the damaged item. It'll ship within 24 hours."
365,This is the THIRD time I've contacted support about order #19099 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,366,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
367,"Can't log into my account, it keeps saying invalid password even after reset. Help!",368,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
369,"I was charged twice for order #62386, please fix this immediately.",370,Apologies for the duplicate charge on #62386. I've flagged this with billing and the extra charge will be reversed within 2 business days.
371,This is the THIRD time I've contacted support about order #80282 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,372,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
373,"My order #25118 still hasn't arrived, it's been 7 days past the estimate. Where is it??",374,"Sorry for the wait! I've checked order #25118 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
375,I returned item #86099 two weeks ago and still no refund. This is ridiculous.,376,"I'm sorry about the delay on your refund for #86099. I've escalated this to our refunds team, you should see it within 3-5 business days."
377,"My order #24208 still hasn't arrived, it's been 12 days past the estimate. Where is it??",378,"Sorry for the wait! I've checked order #24208 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
379,Order #55309 arrived completely broken. Packaging was fine but the item inside is smashed.,380,"So sorry to hear that! I've started a replacement for order #55309, no need to return the damaged item. It'll ship within 24 hours."
381,This is the THIRD time I've contacted support about order #51114 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,382,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
383,"I was charged twice for order #77033, please fix this immediately.",384,Apologies for the duplicate charge on #77033. I've flagged this with billing and the extra charge will be reversed within 2 business days.
385,Order #85574 arrived completely broken. Packaging was fine but the item inside is smashed.,386,"So sorry to hear that! I've started a replacement for order #85574, no need to return the damaged item. It'll ship within 24 hours."
387,"Can't log into my account, it keeps saying invalid password even after reset. Help!",388,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
389,Order #10221 arrived completely broken. Packaging was fine but the item inside is smashed.,390,"So sorry to hear that! I've started a replacement for order #10221, no need to return the damaged item. It'll ship within 24 hours."
391,This is the THIRD time I've contacted support about order #80575 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,392,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
393,Does order #97900 include international shipping or is that separate?,394,"Great question! International shipping is included in the price shown at checkout for order #97900, no extra charge."
395,"Can't log into my account, it keeps saying invalid password even after reset. Help!",396,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
397,Does order #53279 include international shipping or is that separate?,398,"Great question! International shipping is included in the price shown at checkout for order #53279, no extra charge."
399,"Can't log into my account, it keeps saying invalid password even after reset. Help!",400,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
401,Does order #49363 include international shipping or is that separate?,402,"Great question! International shipping is included in the price shown at checkout for order #49363, no extra charge."
403,"Can't log into my account, it keeps saying invalid password even after reset. Help!",404,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
405,"Can't log into my account, it keeps saying invalid password even after reset. Help!",406,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
407,"Can't log into my account, it keeps saying invalid password even after reset. Help!",408,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
409,I returned item #65108 two weeks ago and still no refund. This is ridiculous.,410,"I'm sorry about the delay on your refund for #65108. I've escalated this to our refunds team, you should see it within 3-5 business days."
411,Order #98777 arrived completely broken. Packaging was fine but the item inside is smashed.,412,"So sorry to hear that! I've started a replacement for order #98777, no need to return the damaged item. It'll ship within 24 hours."
413,I returned item #90676 two weeks ago and still no refund. This is ridiculous.,414,"I'm sorry about the delay on your refund for #90676. I've escalated this to our refunds team, you should see it within 3-5 business days."
415,"Can't log into my account, it keeps saying invalid password even after reset. Help!",416,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
417,This is the THIRD time I've contacted support about order #10053 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,418,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
419,"Can't log into my account, it keeps saying invalid password even after reset. Help!",420,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
421,This is the THIRD time I've contacted support about order #86019 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,422,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
423,Does order #52237 include international shipping or is that separate?,424,"Great question! International shipping is included in the price shown at checkout for order #52237, no extra charge."
425,Order #67954 arrived completely broken. Packaging was fine but the item inside is smashed.,426,"So sorry to hear that! I've started a replacement for order #67954, no need to return the damaged item. It'll ship within 24 hours."
427,I returned item #77000 two weeks ago and still no refund. This is ridiculous.,428,"I'm sorry about the delay on your refund for #77000. I've escalated this to our refunds team, you should see it within 3-5 business days."
429,This is the THIRD time I've contacted support about order #32241 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,430,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
431,"My order #47196 still hasn't arrived, it's been 11 days past the estimate. Where is it??",432,"Sorry for the wait! I've checked order #47196 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
433,Does order #92960 include international shipping or is that separate?,434,"Great question! International shipping is included in the price shown at checkout for order #92960, no extra charge."
435,"Can't log into my account, it keeps saying invalid password even after reset. Help!",436,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
437,I returned item #98184 two weeks ago and still no refund. This is ridiculous.,438,"I'm sorry about the delay on your refund for #98184. I've escalated this to our refunds team, you should see it within 3-5 business days."
439,I returned item #36100 two weeks ago and still no refund. This is ridiculous.,440,"I'm sorry about the delay on your refund for #36100. I've escalated this to our refunds team, you should see it within 3-5 business days."
441,"My order #16057 still hasn't arrived, it's been 6 days past the estimate. Where is it??",442,"Sorry for the wait! I've checked order #16057 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
443,Order #90120 arrived completely broken. Packaging was fine but the item inside is smashed.,444,"So sorry to hear that! I've started a replacement for order #90120, no need to return the damaged item. It'll ship within 24 hours."
445,"My order #69692 still hasn't arrived, it's been 9 days past the estimate. Where is it??",446,"Sorry for the wait! I've checked order #69692 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
447,Does order #85454 include international shipping or is that separate?,448,"Great question! International shipping is included in the price shown at checkout for order #85454, no extra charge."
449,Does order #60328 include international shipping or is that separate?,450,"Great question! International shipping is included in the price shown at checkout for order #60328, no extra charge."
451,Order #41979 arrived completely broken. Packaging was fine but the item inside is smashed.,452,"So sorry to hear that! I've started a replacement for order #41979, no need to return the damaged item. It'll ship within 24 hours."
453,Does order #10726 include international shipping or is that separate?,454,"Great question! International shipping is included in the price shown at checkout for order #10726, no extra charge."
455,This is the THIRD time I've contacted support about order #23970 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,456,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
457,Order #38683 arrived completely broken. Packaging was fine but the item inside is smashed.,458,"So sorry to hear that! I've started a replacement for order #38683, no need to return the damaged item. It'll ship within 24 hours."
459,This is the THIRD time I've contacted support about order #77889 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,460,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
461,"My order #83060 still hasn't arrived, it's been 6 days past the estimate. Where is it??",462,"Sorry for the wait! I've checked order #83060 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
463,This is the THIRD time I've contacted support about order #25906 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,464,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
465,I returned item #70901 two weeks ago and still no refund. This is ridiculous.,466,"I'm sorry about the delay on your refund for #70901. I've escalated this to our refunds team, you should see it within 3-5 business days."
467,"I was charged twice for order #83259, please fix this immediately.",468,Apologies for the duplicate charge on #83259. I've flagged this with billing and the extra charge will be reversed within 2 business days.
469,"Can't log into my account, it keeps saying invalid password even after reset. Help!",470,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
471,This is the THIRD time I've contacted support about order #76162 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,472,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
473,This is the THIRD time I've contacted support about order #81810 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,474,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
475,I returned item #72216 two weeks ago and still no refund. This is ridiculous.,476,"I'm sorry about the delay on your refund for #72216. I've escalated this to our refunds team, you should see it within 3-5 business days."
477,"Can't log into my account, it keeps saying invalid password even after reset. Help!",478,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
479,"Can't log into my account, it keeps saying invalid password even after reset. Help!",480,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
481,Does order #41358 include international shipping or is that separate?,482,"Great question! International shipping is included in the price shown at checkout for order #41358, no extra charge."
483,Order #20155 arrived completely broken. Packaging was fine but the item inside is smashed.,484,"So sorry to hear that! I've started a replacement for order #20155, no need to return the damaged item. It'll ship within 24 hours."
485,"Can't log into my account, it keeps saying invalid password even after reset. Help!",486,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
487,"Can't log into my account, it keeps saying invalid password even after reset. Help!",488,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
489,"My order #28136 still hasn't arrived, it's been 5 days past the estimate. Where is it??",490,"Sorry for the wait! I've checked order #28136 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
491,I returned item #60205 two weeks ago and still no refund. This is ridiculous.,492,"I'm sorry about the delay on your refund for #60205. I've escalated this to our refunds team, you should see it within 3-5 business days."
493,I returned item #38043 two weeks ago and still no refund. This is ridiculous.,494,"I'm sorry about the delay on your refund for #38043. I've escalated this to our refunds team, you should see it within 3-5 business days."
495,Order #63424 arrived completely broken. Packaging was fine but the item inside is smashed.,496,"So sorry to hear that! I've started a replacement for order #63424, no need to return the damaged item. It'll ship within 24 hours."
497,"I was charged twice for order #71069, please fix this immediately.",498,Apologies for the duplicate charge on #71069. I've flagged this with billing and the extra charge will be reversed within 2 business days.
499,"My order #37110 still hasn't arrived, it's been 9 days past the estimate. Where is it??",500,"Sorry for the wait! I've checked order #37110 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
501,Order #86556 arrived completely broken. Packaging was fine but the item inside is smashed.,502,"So sorry to hear that! I've started a replacement for order #86556, no need to return the damaged item. It'll ship within 24 hours."
503,"My order #85456 still hasn't arrived, it's been 9 days past the estimate. Where is it??",504,"Sorry for the wait! I've checked order #85456 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
505,Order #10772 arrived completely broken. Packaging was fine but the item inside is smashed.,506,"So sorry to hear that! I've started a replacement for order #10772, no need to return the damaged item. It'll ship within 24 hours."
507,"Can't log into my account, it keeps saying invalid password even after reset. Help!",508,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
509,"I was charged twice for order #81582, please fix this immediately.",510,Apologies for the duplicate charge on #81582. I've flagged this with billing and the extra charge will be reversed within 2 business days.
511,"I was charged twice for order #38906, please fix this immediately.",512,Apologies for the duplicate charge on #38906. I've flagged this with billing and the extra charge will be reversed within 2 business days.
513,I returned item #45774 two weeks ago and still no refund. This is ridiculous.,514,"I'm sorry about the delay on your refund for #45774. I've escalated this to our refunds team, you should see it within 3-5 business days."
515,Order #13804 arrived completely broken. Packaging was fine but the item inside is smashed.,516,"So sorry to hear that! I've started a replacement for order #13804, no need to return the damaged item. It'll ship within 24 hours."
517,"Can't log into my account, it keeps saying invalid password even after reset. Help!",518,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
519,This is the THIRD time I've contacted support about order #62994 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,520,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
521,I returned item #71261 two weeks ago and still no refund. This is ridiculous.,522,"I'm sorry about the delay on your refund for #71261. I've escalated this to our refunds team, you should see it within 3-5 business days."
523,"I was charged twice for order #80008, please fix this immediately.",524,Apologies for the duplicate charge on #80008. I've flagged this with billing and the extra charge will be reversed within 2 business days.
525,Order #87580 arrived completely broken. Packaging was fine but the item inside is smashed.,526,"So sorry to hear that! I've started a replacement for order #87580, no need to return the damaged item. It'll ship within 24 hours."
527,Does order #13552 include international shipping or is that separate?,528,"Great question! International shipping is included in the price shown at checkout for order #13552, no extra charge."
529,Does order #66179 include international shipping or is that separate?,530,"Great question! International shipping is included in the price shown at checkout for order #66179, no extra charge."
531,This is the THIRD time I've contacted support about order #70515 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,532,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
533,"My order #44099 still hasn't arrived, it's been 9 days past the estimate. Where is it??",534,"Sorry for the wait! I've checked order #44099 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
535,"Can't log into my account, it keeps saying invalid password even after reset. Help!",536,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
537,"Can't log into my account, it keeps saying invalid password even after reset. Help!",538,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
539,Order #46471 arrived completely broken. Packaging was fine but the item inside is smashed.,540,"So sorry to hear that! I've started a replacement for order #46471, no need to return the damaged item. It'll ship within 24 hours."
541,This is the THIRD time I've contacted support about order #65255 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,542,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
543,This is the THIRD time I've contacted support about order #20735 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,544,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
545,"My order #80702 still hasn't arrived, it's been 3 days past the estimate. Where is it??",546,"Sorry for the wait! I've checked order #80702 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
547,"Can't log into my account, it keeps saying invalid password even after reset. Help!",548,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
549,"My order #95426 still hasn't arrived, it's been 3 days past the estimate. Where is it??",550,"Sorry for the wait! I've checked order #95426 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
551,This is the THIRD time I've contacted support about order #14067 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,552,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
553,I returned item #12671 two weeks ago and still no refund. This is ridiculous.,554,"I'm sorry about the delay on your refund for #12671. I've escalated this to our refunds team, you should see it within 3-5 business days."
555,I returned item #41266 two weeks ago and still no refund. This is ridiculous.,556,"I'm sorry about the delay on your refund for #41266. I've escalated this to our refunds team, you should see it within 3-5 business days."
557,Order #97747 arrived completely broken. Packaging was fine but the item inside is smashed.,558,"So sorry to hear that! I've started a replacement for order #97747, no need to return the damaged item. It'll ship within 24 hours."
559,"I was charged twice for order #38569, please fix this immediately.",560,Apologies for the duplicate charge on #38569. I've flagged this with billing and the extra charge will be reversed within 2 business days.
561,Does order #43586 include international shipping or is that separate?,562,"Great question! International shipping is included in the price shown at checkout for order #43586, no extra charge."
563,"Can't log into my account, it keeps saying invalid password even after reset. Help!",564,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
565,"I was charged twice for order #25012, please fix this immediately.",566,Apologies for the duplicate charge on #25012. I've flagged this with billing and the extra charge will be reversed within 2 business days.
567,This is the THIRD time I've contacted support about order #31465 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,568,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
569,"My order #85849 still hasn't arrived, it's been 3 days past the estimate. Where is it??",570,"Sorry for the wait! I've checked order #85849 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
571,"Can't log into my account, it keeps saying invalid password even after reset. Help!",572,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
573,Order #61990 arrived completely broken. Packaging was fine but the item inside is smashed.,574,"So sorry to hear that! I've started a replacement for order #61990, no need to return the damaged item. It'll ship within 24 hours."
575,I returned item #19961 two weeks ago and still no refund. This is ridiculous.,576,"I'm sorry about the delay on your refund for #19961. I've escalated this to our refunds team, you should see it within 3-5 business days."
577,Does order #92213 include international shipping or is that separate?,578,"Great question! International shipping is included in the price shown at checkout for order #92213, no extra charge."
579,"My order #49529 still hasn't arrived, it's been 13 days past the estimate. Where is it??",580,"Sorry for the wait! I've checked order #49529 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
581,"I was charged twice for order #25866, please fix this immediately.",582,Apologies for the duplicate charge on #25866. I've flagged this with billing and the extra charge will be reversed within 2 business days.
583,"I was charged twice for order #15383, please fix this immediately.",584,Apologies for the duplicate charge on #15383. I've flagged this with billing and the extra charge will be reversed within 2 business days.
585,"I was charged twice for order #66148, please fix this immediately.",586,Apologies for the duplicate charge on #66148. I've flagged this with billing and the extra charge will be reversed within 2 business days.
587,"Can't log into my account, it keeps saying invalid password even after reset. Help!",588,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
589,Does order #54725 include international shipping or is that separate?,590,"Great question! International shipping is included in the price shown at checkout for order #54725, no extra charge."
591,This is the THIRD time I've contacted support about order #65057 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,592,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
593,"My order #66822 still hasn't arrived, it's been 8 days past the estimate. Where is it??",594,"Sorry for the wait! I've checked order #66822 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
595,Does order #70258 include international shipping or is that separate?,596,"Great question! International shipping is included in the price shown at checkout for order #70258, no extra charge."
597,I returned item #67080 two weeks ago and still no refund. This is ridiculous.,598,"I'm sorry about the delay on your refund for #67080. I've escalated this to our refunds team, you should see it within 3-5 business days."
599,Does order #78386 include international shipping or is that separate?,600,"Great question! International shipping is included in the price shown at checkout for order #78386, no extra charge."
601,"Can't log into my account, it keeps saying invalid password even after reset. Help!",602,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
603,"I was charged twice for order #73372, please fix this immediately.",604,Apologies for the duplicate charge on #73372. I've flagged this with billing and the extra charge will be reversed within 2 business days.
605,Order #87656 arrived completely broken. Packaging was fine but the item inside is smashed.,606,"So sorry to hear that! I've started a replacement for order #87656, no need to return the damaged item. It'll ship within 24 hours."
607,"Can't log into my account, it keeps saying invalid password even after reset. Help!",608,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
609,"Can't log into my account, it keeps saying invalid password even after reset. Help!",610,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
611,This is the THIRD time I've contacted support about order #70910 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,612,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
613,"I was charged twice for order #97580, please fix this immediately.",614,Apologies for the duplicate charge on #97580. I've flagged this with billing and the extra charge will be reversed within 2 business days.
615,"Can't log into my account, it keeps saying invalid password even after reset. Help!",616,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
617,This is the THIRD time I've contacted support about order #52600 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,618,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
619,Order #37802 arrived completely broken. Packaging was fine but the item inside is smashed.,620,"So sorry to hear that! I've started a replacement for order #37802, no need to return the damaged item. It'll ship within 24 hours."
621,This is the THIRD time I've contacted support about order #43862 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,622,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
623,"Can't log into my account, it keeps saying invalid password even after reset. Help!",624,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
625,"Can't log into my account, it keeps saying invalid password even after reset. Help!",626,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
627,"I was charged twice for order #35042, please fix this immediately.",628,Apologies for the duplicate charge on #35042. I've flagged this with billing and the extra charge will be reversed within 2 business days.
629,I returned item #63271 two weeks ago and still no refund. This is ridiculous.,630,"I'm sorry about the delay on your refund for #63271. I've escalated this to our refunds team, you should see it within 3-5 business days."
631,"I was charged twice for order #41499, please fix this immediately.",632,Apologies for the duplicate charge on #41499. I've flagged this with billing and the extra charge will be reversed within 2 business days.
633,Order #94659 arrived completely broken. Packaging was fine but the item inside is smashed.,634,"So sorry to hear that! I've started a replacement for order #94659, no need to return the damaged item. It'll ship within 24 hours."
635,Order #68743 arrived completely broken. Packaging was fine but the item inside is smashed.,636,"So sorry to hear that! I've started a replacement for order #68743, no need to return the damaged item. It'll ship within 24 hours."
637,"My order #22196 still hasn't arrived, it's been 7 days past the estimate. Where is it??",638,"Sorry for the wait! I've checked order #22196 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
639,I returned item #63005 two weeks ago and still no refund. This is ridiculous.,640,"I'm sorry about the delay on your refund for #63005. I've escalated this to our refunds team, you should see it within 3-5 business days."
641,I returned item #50135 two weeks ago and still no refund. This is ridiculous.,642,"I'm sorry about the delay on your refund for #50135. I've escalated this to our refunds team, you should see it within 3-5 business days."
643,"I was charged twice for order #58368, please fix this immediately.",644,Apologies for the duplicate charge on #58368. I've flagged this with billing and the extra charge will be reversed within 2 business days.
645,"I was charged twice for order #79588, please fix this immediately.",646,Apologies for the duplicate charge on #79588. I've flagged this with billing and the extra charge will be reversed within 2 business days.
647,Order #82140 arrived completely broken. Packaging was fine but the item inside is smashed.,648,"So sorry to hear that! I've started a replacement for order #82140, no need to return the damaged item. It'll ship within 24 hours."
649,"Can't log into my account, it keeps saying invalid password even after reset. Help!",650,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
651,"Can't log into my account, it keeps saying invalid password even after reset. Help!",652,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
653,"My order #35242 still hasn't arrived, it's been 8 days past the estimate. Where is it??",654,"Sorry for the wait! I've checked order #35242 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
655,"My order #80236 still hasn't arrived, it's been 15 days past the estimate. Where is it??",656,"Sorry for the wait! I've checked order #80236 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
657,Does order #34267 include international shipping or is that separate?,658,"Great question! International shipping is included in the price shown at checkout for order #34267, no extra charge."
659,I returned item #73464 two weeks ago and still no refund. This is ridiculous.,660,"I'm sorry about the delay on your refund for #73464. I've escalated this to our refunds team, you should see it within 3-5 business days."
661,Does order #87278 include international shipping or is that separate?,662,"Great question! International shipping is included in the price shown at checkout for order #87278, no extra charge."
663,"I was charged twice for order #88222, please fix this immediately.",664,Apologies for the duplicate charge on #88222. I've flagged this with billing and the extra charge will be reversed within 2 business days.
665,"My order #35443 still hasn't arrived, it's been 7 days past the estimate. Where is it??",666,"Sorry for the wait! I've checked order #35443 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
667,I returned item #57301 two weeks ago and still no refund. This is ridiculous.,668,"I'm sorry about the delay on your refund for #57301. I've escalated this to our refunds team, you should see it within 3-5 business days."
669,"Can't log into my account, it keeps saying invalid password even after reset. Help!",670,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
671,"I was charged twice for order #26591, please fix this immediately.",672,Apologies for the duplicate charge on #26591. I've flagged this with billing and the extra charge will be reversed within 2 business days.
673,"My order #17146 still hasn't arrived, it's been 11 days past the estimate. Where is it??",674,"Sorry for the wait! I've checked order #17146 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
675,"Can't log into my account, it keeps saying invalid password even after reset. Help!",676,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
677,This is the THIRD time I've contacted support about order #74340 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,678,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
679,This is the THIRD time I've contacted support about order #11607 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,680,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
681,"Can't log into my account, it keeps saying invalid password even after reset. Help!",682,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
683,Order #54657 arrived completely broken. Packaging was fine but the item inside is smashed.,684,"So sorry to hear that! I've started a replacement for order #54657, no need to return the damaged item. It'll ship within 24 hours."
685,"My order #43092 still hasn't arrived, it's been 10 days past the estimate. Where is it??",686,"Sorry for the wait! I've checked order #43092 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
687,"My order #18564 still hasn't arrived, it's been 9 days past the estimate. Where is it??",688,"Sorry for the wait! I've checked order #18564 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
689,Order #19710 arrived completely broken. Packaging was fine but the item inside is smashed.,690,"So sorry to hear that! I've started a replacement for order #19710, no need to return the damaged item. It'll ship within 24 hours."
691,Does order #99974 include international shipping or is that separate?,692,"Great question! International shipping is included in the price shown at checkout for order #99974, no extra charge."
693,I returned item #29555 two weeks ago and still no refund. This is ridiculous.,694,"I'm sorry about the delay on your refund for #29555. I've escalated this to our refunds team, you should see it within 3-5 business days."
695,"I was charged twice for order #49824, please fix this immediately.",696,Apologies for the duplicate charge on #49824. I've flagged this with billing and the extra charge will be reversed within 2 business days.
697,I returned item #25525 two weeks ago and still no refund. This is ridiculous.,698,"I'm sorry about the delay on your refund for #25525. I've escalated this to our refunds team, you should see it within 3-5 business days."
699,This is the THIRD time I've contacted support about order #64548 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,700,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
701,"I was charged twice for order #91057, please fix this immediately.",702,Apologies for the duplicate charge on #91057. I've flagged this with billing and the extra charge will be reversed within 2 business days.
703,This is the THIRD time I've contacted support about order #78494 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,704,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
